"term","definition","FNA_ID"
"stalk","A supporting axis or column that bears a structure at its apex; may be ontogenetically distinct from the structure that it bears, or may be the basal portion of an ontogenetic entity that includes both the stalk and the structure that it bears; usually narrower than the structure that it bears.","87ce0d0e-b5d7-4b2f-971c-38b87cd624be"
"stalked","Having a pedicel.","e1a0db55-bc0f-4d9b-9999-c8bc796bdef2"
"stalked","Having a peduncle.","dff3f047-ae5f-4258-b600-c78a14cc36d0"
"stalked","Having a petiole.","52531ab6-37aa-4019-aafc-dadc4199734d"
"stalked","Having a petiolule.","2478d97f-6552-4e98-97b6-66a5c44418b8"
"stalked","Having a funiculus (funicle), by which it is attached to the ovary wall.","412c8be9-f5a5-4ac3-81e8-386e1ce6fee2"
"stalked","Having a stipe.","50a62374-4beb-4fd4-9e12-f0d27986a435"
"stalkless","Lacking a stalk, thus inserted ('sitting') directly upon the bearing structure.","5996a6fd-97ac-40ac-807b-5e36fdd5f2ff"
"stamen","A seed-plant organ that produces and releases pollen; usually comprising a stalk (filament) that bears a locular structure (anther) containing sporogenous tissue; however, the filament may be lacking and the anther sessile, or the stamen may be undifferentiated, the whole then consisting of microsporangia embedded in or borne upon the surface of a more or less planate body of sterile tissue; one of the constituent organs of a bisexual or a staminate flower; may be distinct or else connate with one or more others and/or may be free or else adnate with one or more other floral structures.","8450bf2c-fa3c-4355-a9bc-e5dfaac96b3d"
"_stamened","Having the number of stamens indicated by the prefix; as in twelve-stamened.","177b1cd5-8ec0-4d98-b1ac-3df5de345f16"
"staminal","Upon or otherwise directly associated with the stamens.","f37d47b0-671b-4ac9-a7c6-659b6fbbccc8"
"staminal","Upon or otherwise directly associated with the stamens.","b8ce9715-2352-4284-bca7-fbf439c75cab"
"staminate","Having functional stamens but no functional pistils, thus unisexual and male.","a425208e-0678-41bf-aff4-d454bc02bcb6"
"staminode","Any sterile structure deemed to represent a modified stamen, homology being inferred on the basis of structural similarity, ontogeny, and/or position; sometimes petaloid, sometimes nectariferous, sometimes connate with others or adnate to other floral structures.","23730e3a-82d5-4921-bf56-b212b892ba6a"
"staminodial","Upon or otherwise directly associated with the staminodes.","20b18947-dc98-4028-b10f-6d2d96071b83"
"staminodial","Upon or otherwise directly associated with the staminodes.","944a2c32-3b85-4d25-8ad4-b8ea774cc6b0"
"staminodium","Any sterile structure deemed to represent a modified stamen, homology being inferred on the basis of structural similarity, ontogeny, and/or position; sometimes petaloid, sometimes nectariferous, sometimes connate with others or adnate to other floral structures.","3fd89fab-a53f-4771-b7d6-7fafadbf2c9a"
"staminodia","Any sterile structure deemed to represent a modified stamen, homology being inferred on the basis of structural similarity, ontogeny, and/or position; sometimes petaloid, sometimes nectariferous, sometimes connate with others or adnate to other floral structures.","55cc4338-cb83-4f69-b915-8738717442d0"
"standard","The relatively large, erect adaxial (upper) petal in a papilionaceous corolla.","047510d7-fb92-405b-a007-7f3fcd5f0ef7"
"star-shaped","Having four or more intersecting radiate lobes or portions, each distally slender; like the stylized outline of a star.","75c9b54f-047c-4013-872f-c97f0ca22c6b"
"star-shaped","Having a distal aspect like the stylized shape of a star; stipitate or sessile with elongate branches or appendages radiating widely in three dimensions from a common point at the apex of the proximal axis or, when sessile, upon the bearing surface.","a51cff7c-3650-4d7b-9b18-07823910a8cb"
"stellate","Disposed about and mutually divergent from a common geometric center in two or three dimensions, thus collectively actinomorphic.","7dd6a367-6a0d-4350-ae64-0817bb084a08"
"stellate","Having four or more intersecting radiate lobes or portions, each distally slender; like the stylized outline of a star.","9cba9e73-0d80-48cc-8fd1-1bc7367d1adb"
"stellate","Having a distal aspect like the stylized shape of a star; stipitate or sessile with elongate branches or appendages radiating widely in three dimensions from a common point at the apex of the proximal axis or, when sessile, upon the bearing surface.","a3f4235d-7dcb-4ffc-85d4-c1f02e5c41d3"
"stem","The entire axial system of a shoot, or a component, primary or higher-order (branch) axis of the shoot; differentiated anatomically and morphologically into nodes and internodes, from the former of which it branches exogenously and bears leaves, bracts, and/or inflorescences; usually growing above ground level, but sometimes structurally and functionally specialized and growing underground (e.g., rhizome, tuber) or upon the surface of the ground (e.g., stolon).  Although sometimes phenotypically distinctive and often treated separately for descriptive purposes, the axial system of an inflorescence, excluding pedicels or parts of them in some cases, is properly stem in the above general sense.","65300b07-7e63-4704-b21b-83cea523f8f2"
"stemless","Lacking any evident, elongate, aboveground stem, other than reproductive axes, at maturity, the leaves and/or reproductive axes arising essentially at substrate level from a very short axis with highly congested nodes.","7e12a8cf-87e6-425f-b4f3-96bf97fd102c"
"stemmed","Having at maturity an evident, elongate, aboveground stem or stems from which branches, leaves, and/or reproductive axes arise at one or more levels along its length.","88191a86-8d50-44e7-9136-0b90b1de1cf0"
"stephanocolpate","Having more than three surficial grooves (colpi) oriented meridionally.","872124c8-70fe-429b-b2d3-28d1216b5946"
"stephanocolporate","Stephanocolpate, each groove containing a pore.","709972ee-abe3-4a9c-af67-bf08706290ba"
"stephanoporate","Having more than three pores disposed equatorially.","719cc5bc-bc07-4411-9275-0705128c55f0"
"sterigma","A portion of a lamina that is prolonged and adherent to the supporting axis beneath the point of vascular insertion.","22b765d8-96f4-4fce-8547-3a812bebb1da"
"sterigmata","A portion of a lamina that is prolonged and adherent to the supporting axis beneath the point of vascular insertion.","73d5bd2b-b15f-45a4-a89f-13948a949ca5"
"sterile","Not producing functional spores, gametes, pollen, ovules, seeds, or other propagules.","23bdbb02-1c79-4fdc-9f42-04654c0b9fff"
"sterile frond","A frond that does not bear sporangia; in Polypodiophyta.  See also fertile frond.","a4dc40f4-92f9-4ba5-b616-a84564f63fed"
"_stichous","Disposed along the axis in the number of distinct ranks indicated by the prefix; as in distichous, polystichous, tristichous.","bc077ed9-c87f-4f8f-af30-e4fccd0b752e"
"stiff","Strongly resisting deformation over its length.","d6824f65-1d2b-4c31-af20-907a4839239a"
"stigma","An exposed, localized portion of a pistil that retains deposited pollen and stimulates its germination, the pollen tubes then growing through or along it toward the ovule(s).","813b6c0d-def7-47cb-955b-bb8339503536"
"stigmata","An exposed, localized portion of a pistil that retains deposited pollen and stimulates its germination, the pollen tubes then growing through or along it toward the ovule(s).","e8a6ec07-521d-44e9-98da-cb0f18aa96a2"
"stigmas","An exposed, localized portion of a pistil that retains deposited pollen and stimulates its germination, the pollen tubes then growing through or along it toward the ovule(s).","21acc3ff-0dee-41c7-965c-88bdd48af2c1"
"stigmatic","Borne on the surface of the stigma and serving to hold pollen deposited there, variously shaped, often glandular, sometimes contractile.","c0001eda-d865-40cd-b34d-78636dc1c831"
"stilt root","A relatively stout or strong adventitious root arising from a woody stem branch and extending downward directly toward the substrate, within which it ultimately becomes anchored, thus supporting the branch of origin; as in some Ficus (Moraceae).","cade98c3-33ab-47c8-b845-41da77814721"
"stilt-rooted","Bearing and partly supported by stilt roots.","9a3d772f-3f85-4829-b763-1a8b7d83a4f6"
"stinging","Setaceous or capillate and ejecting an irritating fluid when the apex is dislocated by external pressure, the ejection accomplished by release of existing internal fluid pressure or by contraction of the whole trichome.","771be007-9f4c-4856-a44b-0d073e5c52f2"
"stipe","A small, slender connection between a pollinium caudicle and a viscidium; in Orchidaceae.","b9b40f45-24b1-493e-ad54-899918e61b95"
"stipe","A stalk of or supporting a frond, inflorescence, or gynoecium.","21cee2f5-016a-44c6-b7a5-1fff6adc7e35"
"stipel","A stipular analogue subtending a leaflet.","9ef2d24c-abd8-4b2e-83f6-48859edaf955"
"stipitate","Having a stipe.","de46317b-dd3a-416e-a600-dbaaca074316"
"stipule","Any distinct, relatively diminutive, more or less foliaceous structure inserted on a stem alongside a petiole, or on a petiole near its base, and ontogenetically closely associated with the leaf; usually occurring as one of a pair disposed one to either side of the petiole.","14298d32-c4a4-485d-b12a-b8f491d281b6"
"stipule scar","A scar on a stem or petiole due to abscission of a stipule; having an outline like that of a transverse section through the base of the stipule inserted there; variously disposed, usually in pairs, adjacent to a point of leaf insertion, sometimes confluent with the leaf scar, sometimes confluent with stipule scars associated with an opposite leaf, the two sets of scars then more or less encircling the axis.","2182ec6f-3c23-4dca-a040-98291b7fc2d1"
"stolon","A slender stem that grows horizontally upon or just beneath the ground surface, rooting at the nodes and giving rise to erect shoot segments at some nodes and/or at its apex.","5b6c1715-2df0-45eb-ab3d-f106a0503031"
"stoloniferous","Producing stolons (runners), by means of which it propagates vegetatively.","c1304faf-3d0b-4696-9b09-4c9b7f860513"
"stoma","A localized functional epidermal unit consisting of a microscopic pore and two encircling specialized cells, the guard cells, which, through changes of turgor pressure in response to environmental conditions, regulate the size of the pore and thus the rates of transpiration and gas exchange through it; the whole surrounded or not by associated, cytologically distinctive epidermal cells, the subsidiary or accessory cells, which, when present, are regularly oriented in relation to it.","87118e3b-a2c9-449a-9b15-42fa0161a1a0"
"stomata","A localized functional epidermal unit consisting of a microscopic pore and two encircling specialized cells, the guard cells, which, through changes of turgor pressure in response to environmental conditions, regulate the size of the pore and thus the rates of transpiration and gas exchange through it; the whole surrounded or not by associated, cytologically distinctive epidermal cells, the subsidiary or accessory cells, which, when present, are regularly oriented in relation to it.","d2a040ec-e88d-46b2-8ec7-d94460eadc51"
"stoma","The aperture between and regulated by the two guard cells of a stomate (stomatal apparatus).","3e88b785-6fd0-46cc-a9f5-99ad3b73c33d"
"stomata","The aperture between and regulated by the two guard cells of a stomate (stomatal apparatus).","782ce78f-b8a1-422e-9110-bbef544d0b31"
"stomatal apparatus","A localized functional epidermal unit consisting of a microscopic pore and two encircling specialized cells, the guard cells, which, through changes of turgor pressure in response to environmental conditions, regulate the size of the pore and thus the rates of transpiration and gas exchange through it; the whole surrounded or not by associated, cytologically distinctive epidermal cells, the subsidiary or accessory cells, which, when present, are regularly oriented in relation to it.","5def9af3-483f-41c5-93e3-fa66839b22f6"
"stomatal pore","The opening between and regulated by the two guard cells of a stomate (stomatal apparatus).","6be563b6-b75e-4758-b0cd-1739684307bc"
"stomatal pore","The opening in the wall of a sporangium, between the lip cells, through which the spores exit; in Psilotophyta, Lycopodiophyta, Equisetophyta, Polypodiophyta.","d5473ce9-b854-42e2-a56c-9012ff2df239"
"stomate","A localized functional epidermal unit consisting of a microscopic pore and two encircling specialized cells, the guard cells, which, through changes of turgor pressure in response to environmental conditions, regulate the size of the pore and thus the rates of transpiration and gas exchange through it; the whole surrounded or not by associated, cytologically distinctive epidermal cells, the subsidiary or accessory cells, which, when present, are regularly oriented in relation to it.","1d7d0bb6-be7e-43e4-8730-6e31b43915b4"
"stomate-bearing","Having stomates present in the epidermis.","83731dd8-5a15-47a6-97b9-7fef029682ea"
"stomatiferous","Having stomates present in the epidermis.","b318dcfa-9b36-4fa6-b9ae-3b99d28a1681"
"stomium","The opening in the wall of a sporangium, between the lip cells, through which the spores exit; in Psilotophyta, Lycopodiophyta, Equisetophyta, Polypodiophyta.","62d617d4-512b-4a29-98c1-87e481b44680"
"stomia","The opening in the wall of a sporangium, between the lip cells, through which the spores exit; in Psilotophyta, Lycopodiophyta, Equisetophyta, Polypodiophyta.","67cecc4d-8a5b-4884-9aba-e9f775e5c06b"
"stone","The hard inner portion of a drupe, consisting of osseous endocarp and included seed.","b424b8c8-f78f-4ddb-874b-93286d7bec47"
"stone fruit","Fleshy, indehiscent and derived from a single, superior, simple or compound ovary; having a soft outer wall (exocarp and mesocarp) and an osseous inner stone (endocarp) containing the seed(s) (usually only one).","f8912e6a-2433-49c6-ae5e-f61769754bcf"
"straight","Lacking significant curves or bends.","2b093f97-4e53-42aa-a964-9e87324bbc0f"
"strap-shaped","Elongate and relatively thin with the opposite faces more or less plane and moderately narrow, their edges more or less straight and parallel over most of their length; resembling a strap.","ff87dc79-61c6-4682-b946-ac5443e04b2d"
"streaked","Having an overall pattern of fine, more or less parallel lines of contrasting hue and/or intensity.","d1cac701-4db4-487a-85e9-5e30deb2b2b2"
"streaked","Covered with very narrow and shallow, relatively long, more or less straight and parallel depressions.","119d54d7-7a69-405f-a6e8-e533274bef1e"
"striate","Having an overall pattern of fine, more or less parallel, lines of contrasting hue and/or intensity.","cb951c49-62bd-4d11-9987-9b1b45f9ed22"
"striate","Covered with very narrow and shallow, relatively long, more or less straight and parallel depressions.","7a8cb337-baa9-4dcb-9d14-22c149163802"
"strict","Lacking any curve or bend.","17c5a487-9a9b-4e4a-9349-f852fcdebb93"
"strigillose","Finely strigose.","8a152d41-6120-4056-b953-7cfdb32aa8d4"
"strigose","Bearing sharp, rigid, appressed, capillate trichomes.  See also strigillose (strigulose).","1253476d-a2b8-48e7-973f-a1a72b49c84c"
"strigulose","Finely strigose.","ee5740d0-11ad-4f15-ae50-c54386ae71de"
"striped","Having one or more elongate, relatively narrow and, when multiple, more or less parallel, areas of contrasting hue and/or intensity.","b54bca3d-0c19-45e7-ae35-638bccb2200c"
"strobiloid","Characterized by a general lack of adnation among the different sets of basic floral structures, any significant degree of fusion limited to connation within sets, thus with ovary(ies) superior and lacking a floral tube.","e17ced5e-0829-4d8b-9409-f55244b10906"
"strobilus","A compound or complex reproductive structure consisting of a central axis bearing congested sporophylls and sometimes other lateral members (e.g., bracts) that are sterile.","10ab673e-9bba-4361-8547-c389050189ab"
"strobili","A compound or complex reproductive structure consisting of a central axis bearing congested sporophylls and sometimes other lateral members (e.g., bracts) that are sterile.","1fdafc26-bb42-444a-97e8-b6c0df728998"
"strombuliform","Attenuate-spiral in three dimensions, the coils contiguous or not.","77856cde-7aaa-4830-a73f-3a80e05c25e5"
"strophiole","An outgrowth from the seed coat (testa) around or near the hilum and micropyle, or from the raphe.","3aae1981-6986-4c67-9082-0f1700a01a97"
"style","A narrow, usually elongate, ontogenetically distal portion of a simple or compound pistil, overtopping the ovary and bearing one or more stigmas; arising from the summit of the ovary, but sometimes apparently from its base at maturity to ontogenetic displacement from its primordial distal position.  In a compound pistil the various simple (carpellary) components of the style(s) may not be connate over their entire lengths; the pistil is then regarded as having a branched style or styles.","51a950cb-58fc-48e7-a9cf-4e29c54c6b81"
"_styled","Having the number of styles indicated by the prefix; as in five-styled.","2b9058e3-b568-459d-ad64-e50127b59cb9"
"stylopodium","A discoid enlargement at the base of the styles; esp. in Apiaceae (Umbelliferae).","2673c630-b5c1-400f-9b0f-05d0f9cc8614"
"stylopodia","A discoid enlargement at the base of the styles; esp. in Apiaceae (Umbelliferae).","dcb54d9f-c137-4e3b-8cda-1fcb4fdf332e"
"_stylous","Having the number of styles indicated by the prefix; as in monostylous, pentastylous, polystylous.","72274ca5-fb34-45ae-9781-724af93bd89d"
"sub-basifixed","Attached just above its base.","c0bd776a-141b-409d-a5fa-dcfe30035503"
"subapical","Lateral and just below the apex.","3bc26908-1bc3-454d-add3-8f180d9fa9a3"
"subapical","Lateral and just below the apex.","db7f6f7a-10ea-4ad3-b025-db1c650a9ca6"
"subcircular","Compressed circular or very broadly elliptic, only slightly longer than wide.","2537e16d-a768-4fac-b000-4e22a07414b0"
"subequal","Nearly uniform in extent.  See also equal, unequal.","e2249daf-0621-4790-a9e6-c0d103ebafd7"
"suberous","Firm, relatively light, discontinuous but strongly cohesive, and resilient.","220d9d4f-7969-40be-83ba-abd3c5437709"
"subglobose","Broadly ellipsoid with a length:width ratio closely approaching 1:1; almost globose, slightly longer than broad.","dd01f76b-0730-42f4-954a-8cd4a2439c7a"
"subinferior","Having its proximal portion enclosed by a floral tube casing, the more distal portions of the perianth and/or androecium thus arising between its base and apex.","b6485ad1-5ca2-4b7e-98d3-b09defdd456f"
"submerged","Beneath the water surface.","f1131b2a-6656-489a-90bb-3bf92ad49db0"
"submergent","Descending from above the water surface to a point beneath it.","fa87fc3f-819b-4bcc-b2ca-dc3df47d20f1"
"submersed","Beneath the water surface.","a72182ac-a484-4e62-bbb8-85154a7d5117"
"subopposite","Alternate but verging on opposite.","2bf58e17-2335-4d83-9447-eb26176c4fc0"
"suborbicular","Broadly ellipsoid with a length:width ratio closely approaching 1:1; almost orbicular, slightly longer than broad.","2992a08a-53c1-4d2a-9cec-da977b288fe1"
"subpetiolar","Just below the point of petiole insertion.","b103e808-7a74-49b4-840e-32d6841f7879"
"subpetiolar","Just below the point of petiole insertion.","dffa0fa2-ddcd-4d5c-973c-b52e21d0e832"
"subrotund","Broadly ellipsoid with a length:width ratio closely approaching 1:1; almost rotund, slightly longer than broad.","c544d0ab-cd24-46bc-b9d3-1bfd9416a6ca"
"subround","Compressed circular or very broadly elliptic, only slightly longer than wide.","20f121b5-4a84-4f04-8c8e-598faba4b5c0"
"subsessile","Almost sessile; having a very short, somewhat indistinct stalk.","cbff951a-c511-41b9-ad16-3b643904f9a3"
"subshrub","Of shrub-like form but with only the base woody, bearing herbaceous branches that die back at the end of each growing season.  See also bush, shrub (frutex), tree, woody clump.","b0bb6306-505b-49d5-96be-ef3f9636b290"
"subshrubby","Having or developing the character of a subshrub (undershrub).  See also arboreous, arborescent, bushy, frutescent, fruticose, shrubby, woody-clumping.","58282013-5e38-46f4-b9ec-c8f520e0e316"
"subsidiary cell","One of the cytologically distinctive epidermal cells that are sometimes present in a stomate and that surround and are regularly oriented in relation to the guard cells.","d6a57bfa-916d-45cc-9527-4f48bf78f42a"
"subspheric","Broadly ellipsoid with a length:width ratio closely approaching 1:1; almost spheric(al), slightly longer than broad.","1f358eea-1d9b-4423-a251-a4a1005697c0"
"subspherical","Broadly ellipsoid with a length:width ratio closely approaching 1:1; almost spheric(al), slightly longer than broad.","ff07021a-3b3c-43e5-b0c5-31ab70d5c02a"
"subspheroid","Broadly ellipsoid with a length:width ratio closely approaching 1:1; almost spheroid(al), slightly longer than broad.","e4db425d-11b9-4a62-86f1-be53287010be"
"subspheroidal","Broadly ellipsoid with a length:width ratio closely approaching 1:1; almost spheroid(al), slightly longer than broad.","5c5e8b2b-242f-4563-9d81-370c4b3d4380"
"subtending","Arising from the axis just below and very near to the base of some other specified lateral structure.  This term is meaningless if the structure that is subtended is not indicated.","c463a9a2-6b26-4215-b8da-beec65ac7a2f"
"subtending","Arising from the axis just below and very near to the base of some other specified lateral structure.  This term is meaningless if the structure that is subtended is not indicated.","e8363167-6905-4d59-95fa-96eafda838bc"
"subterminal","Lateral and just below the apex.","075f1a31-9d3c-4e31-b205-6aa4052bed84"
"subterminal","Lateral and just below the apex.","eeff5c35-2daa-439f-a228-fec8362b63f3"
"subterranean","Within the ground, beneath its surface.","c8bf8fda-5d6c-4d98-9fb5-0f097d00d115"
"subulate","Narrowly triangular or truncate-triangular and broadest at the base; like the outline of the lateral face of an awl.","103caeba-8eea-4722-9521-868db64a2669"
"subulate","Slender, essentially terete, and straight, gradually attenuate from a relatively narrow base to a very narrow, blunt to angular apex.","cbc4536b-3d33-40fb-b785-b7f44096676c"
"subvalvate","Incompletely or partly valvate.","019c2bd2-c4b7-497b-9ab1-0cc4e7b9c446"
"succulent","Herbaceous and juicy, often thickened (incrassate).","41a1622d-b4da-4881-9a71-7326731aaeb9"
"sucker","A shoot arising adventitiously from a root or stem below or at ground level.","dd261481-8fff-4c6e-badf-ea601f21ed58"
"suffrutescent","Becoming subshrubby.  See also arboreous, arborescent, bushy, frutescent, fruticose, shrubby, suffruticose, woody-clumping.","41f7be50-0744-4a5b-9dd4-e95df2dc342d"
"suffrutex","Of shrub-like form but with only the base woody, bearing herbaceous branches that die back at the end of each growing season.  See also bush, frutex (shrub), tree, woody clump.","99508f62-7116-4e2b-90c0-19ff55ebd967"
"suffrutices","Of shrub-like form but with only the base woody, bearing herbaceous branches that die back at the end of each growing season.  See also bush, frutex (shrub), tree, woody clump.","ba1b1bd5-75bd-4195-b11c-3aba08da08c2"
"suffruticose","Having the character of a suffrutex (subshrub, undershrub).  See also arboreous, arborescent, bushy, frutescent, fruticose, shrubby, suffrutescent, woody-clumping.","5d3cb6c2-87ce-48b3-91e1-c318622df391"
"suffused","Having two or more hues, shades, and/or intensities intermingled, the contrasting components distinguishable only submacroscopically.","e883400c-a6a1-409d-bb76-a1cb7052fb8c"
"sulcate","Having one or more elongate, relatively narrow and shallow depressions (sulci).","de87192b-1d00-453d-99dd-703dfcad55c8"
"_sulcate","Having the number of sulci indicated by the prefix; esp. pollen grains; as in monosulcate, polysulcate, 3-sulcate.","df3d10e4-571c-4b6f-98b6-825433fa3e7e"
"sulcus","An elongate depression that is relatively shallow and narrow.","1349af86-f437-43f7-8d89-922f8f8cbb4b"
"sulci","An elongate depression that is relatively shallow and narrow.","eb5b8ab1-f470-4ec7-af85-1aebb3c6cfdb"
"summer annual","Annual, germinating in spring or early summer, reproducing sexually with no prolonged vegetative stage beforehand, and dying by late summer or autumn.  See also winter annual.","e4e27b61-55ac-4603-9403-d170a1965d16"
"sunken","Below the general level of the surrounding surface.","cb45b9d6-e881-4186-bba4-5c5e59af3262"
"superaxillary","Internodal but close to and directly above the axil(s).","787e8cf3-84bf-4ef3-a0ca-5d064c9c84c0"
"superaxillary","Internodal but close to and directly above the axil(s).","2496ebfa-05d8-424c-a8c8-d20017bc23fb"
"superficial","Directly upon the surface of the structure in point.","04a7abf6-eb63-4255-abdb-9ade1288c457"
"superficial","Directly upon the surface of the structure in point.","5cd9459d-65a8-4352-b4b0-99b73926d7f3"
"superior","Inserted at or near the apex of the sorus, distal to the sporangia.","f30811d7-7a46-4bd2-8497-0d08c2f342d0"
"superior","Not enclosed to any degree by a floral tube casing, the perianth and/or androecium thus arising beneath (proximal to) it.","3ee12f43-59e5-4cea-a092-98fd6d04e86c"
"superposed","Approximate to congested, inserted directly above and below one another.","021121d4-a09c-470f-8acb-b8cbb3634916"
"superposed","Axillary in pairs, one member of each pair directly above the other.","78b3416a-c692-4c1b-9342-813b45f93bbb"
"superposed","Axillary in pairs, one member of each pair directly above the other.","8c4a3dd2-6abb-43eb-bcf3-32298da7a10b"
"supervolute","Each with one side rolled adaxially inward from the margin and enveloped by the abaxially rolled opposite side.","dc94185e-7e9d-49bd-b824-35d6f20cc636"
"supine","Lying directly upon the substrate over its entire length.","5c7b67a0-7a4b-4800-bf9d-d9f10114cf1b"
"supple","Able to bend over its length and/or breadth without structural disruption.","4c447712-29a8-411f-a068-e51e96248148"
"suprabasal","Just above the base of the structure in point.","8d482383-9d9a-4235-993e-c68fdd6a3b07"
"suprabasal","Just above the base of the structure in point.","b3a1c58a-549f-47a6-8a2c-a72331398ee7"
"suprabracteal","Upon the axes, each directly above (distal to) and very near a point of bract insertion.","57f36be2-67e6-454d-bdaf-fbb0ddc72889"
"suprabracteal","Upon the axes, each directly above (distal to) and very near a point of bract insertion.","bb935ba5-9376-417d-9deb-6b53086b5698"
"suprafoliar","Upon the stems, each directly above (distal to) and very near a point of leaf insertion.","69e9b495-8e9f-464b-828d-e2416448a748"
"suprafoliar","Upon the stems, each directly above (distal to) and very near a point of leaf insertion.","1f33d1ec-18f9-41bd-9b16-6282440cbd08"
"supramedial","Just above the middle of the structure in point.","51229c27-087c-4295-a3a3-ddc546d5b052"
"supramedial","Just above the middle of the structure in point.","70afed26-ec50-4978-8575-c2fdc679ad24"
"surface","The exterior or bounding area or layer of any structure, regarded as being infinitely thin; usually described as to relief, reflectance, and/or vesture.","59d5c1cb-584a-4f86-83ab-555cfaaed58e"
"surficial","Directly upon the surface of the structure in point.","e5bc3c34-8825-44e8-bfcc-72005a7e6d8d"
"surficial","Directly upon the surface of the structure in point.","74bf40e8-9f55-47b4-8f9b-df432945ed3d"
"suture","An evident line of ontogenetic union.","44d24bf8-38bc-45f7-8580-36839c42b5de"
"swollen","Engorged in appearance, convex overall with the surface appearing taut , as though from internal pressure.  See also inflated, which is not clearly distinct in its application.","1ce41f6f-42e9-4f56-a81b-0a70b59cf569"
"sword-shaped","Elongate and moderately slender, broadest at the base and gradually attenuate to a short, more strongly attenuate, acute apex; like the outline of the lateral face of a broadsword blade.","955f159c-ee7c-4103-833d-45d9652acebb"
"sword-shaped","Elongate and moderately slender, strongly compressed, the opposite faces plane, parallel, broadest at the base and gradually attenuate to a short, more strongly attenuate, acute apex; like a broadsword blade.","32134676-9606-4ab2-9ff4-efc95d39d674"
"syconium","Compound and derived from a many-flowered inflorescence borne on the deeply invaginated, thus interior, surface of an enlarged, fleshy, enclosing, wall-like structure of accessory stem tissue that has a distal aperture (ostiole); the individual fruits tiny, dry, and indehiscent, each derived from a simple, superior ovary; in Ficus (Moraceae).","0179251b-9896-4974-abf5-6da4b92588bd"
"syconia","Compound and derived from a many-flowered inflorescence borne on the deeply invaginated, thus interior, surface of an enlarged, fleshy, enclosing, wall-like structure of accessory stem tissue that has a distal aperture (ostiole); the individual fruits tiny, dry, and indehiscent, each derived from a simple, superior ovary; in Ficus (Moraceae).","a392c33c-1238-4317-a392-92a52ed22faf"
"symbiotic","Partially dependent for essential nourishment upon other living organisms that derive some reciprocal benefit from the relationship.","1768c813-556b-457f-83af-179b51babe18"
"symmetric","Divisible into essentially equal halves along one or more lines or planes.","16b432c4-1b76-4873-84da-0ef646931f6d"
"symmetrical","Divisible into essentially equal halves along one or more lines or planes.","37879dd9-2f48-4936-b5df-012044b79a07"
"symmetric","Divisible into essentially equal halves along one or more lines or planes.","86bcad11-8fa6-4fdb-ab2b-ac3021b982f1"
"symmetrical","Divisible into essentially equal halves along one or more lines or planes.","cfe1414d-d724-452f-b92c-0e919fa432b4"
"symmetric","Divisible into essentially equal halves along one or more lines or planes.","fbee85a1-7ba7-4839-91ea-c37d6c777ddb"
"symmetrical","Divisible into essentially equal halves along one or more lines or planes.","e05f2da1-8477-4881-a425-d7f3381f9d4c"
"symmetric","Having the perianth members in whorls that are actinomorphic and equal in number of members.","43144066-0553-407c-b479-caa7a3bb1218"
"symmetrical","Having the perianth members in whorls that are actinomorphic and equal in number of members.","ac07bac3-0b15-4b6e-b0e7-27ec8cfeadef"
"sympetalous","Having two or more petals that are partially or wholly connate.","c237c53e-2fdd-4df0-802a-8286bfd3c1e7"
"sympodial","Branching laterally, each axis of each apparent order of branches comprising a series of laterally derived segments each of which functioned in turn as the distal leader, the apical meristem of each segment dominant until supplanted by that of the next.  See also monopodial.","269783e6-c17d-4159-b570-f2b47d55bf2e"
"synandrous","Having the stamens connate.","e3db029f-6dd4-4bc2-9927-a4bb429e1735"
"synangium","A compound sporangium; an aggregation of coherent sporangia, the whole multilocular.","056761b0-a591-424c-96d3-6ac8a5af5bdb"
"synangia","A compound sporangium; an aggregation of coherent sporangia, the whole multilocular.","f6b3224e-fbb1-41cc-9f57-0796f152d54d"
"synanthous","Maturing at the same time as the flowers.  See also coetaneous.","3a9c6dd7-2ea8-41d8-8caf-4ccaed4e1fb9"
"syncarp","Compound and derived from the connate or coherent ovaries and accessory tissue(s), if any, of two or more adjacent flowers.","67fa41ae-b735-4d89-b5db-7631b873ef7a"
"syncarpous","Having one or more compound pistils.","d927558f-bba3-4735-b7be-ca2017062dff"
"syncolpate","Having two or more fused or confluent surficial grooves (colpi).","adaf4a3d-a396-4d0c-8193-fc8e684d951a"
"syncolporate","Syncolpate, each groove containing a pore.","aa3c819d-8f93-42b1-b75b-d2b715b04713"
"syndetocheilic","Having subsidiary cells derived from the primary stoma mother cell and thus immediately related ontogenetically to the guard cells.","ffa1f3a2-5106-4981-85b2-463c5d2ad775"
"syngenesious","Having the anthers connate or coherent and forming a ring.","020edcba-fd24-40e5-b129-7c21f1020d7c"
"synoecious","Having all flowers functionally bisexual; this condition is implied by default if no other is specified.  See also diclinous.","38cf04bc-4643-4e09-94f5-ad57e26d2f79"
"synsepalous","Having two or more sepals that are partially or wholly connate.","6472a4b6-516d-4e45-9b1b-f112418a6ae9"
"synstemonous","Having two or more stamens, some or all of them connate.","5666da60-b5a9-4d5a-ad9e-44c9ed9832bd"
"syntepalous","Having two or more tepals that are partially or wholly connate.","0a976930-a5f8-4076-8b5b-09a0bf994173"
